,year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
941,2003,11,Tampa Bay Buccaneers,Green Bay Packers,Green Bay Packers,,Sun,November 16,4:15PM,20,13,282,1,285,3,Buccaneers,Tampa Bay,Packers,Green Bay
942,2003,11,Seattle Seahawks,Detroit Lions,Seattle Seahawks,,Sun,November 16,4:16PM,35,14,366,0,357,2,Seahawks,Seattle,Lions,Detroit
943,2003,11,New England Patriots,Dallas Cowboys,New England Patriots,,Sun,November 16,8:37PM,12,0,268,1,291,3,Patriots,New England,Cowboys,Dallas
944,2003,11,San Francisco 49ers,Pittsburgh Steelers,San Francisco 49ers,,Mon,November 17,9:09PM,30,14,423,0,349,2,49ers,San Francisco,Steelers,Pittsburgh
945,2003,12,Minnesota Vikings,Detroit Lions,Minnesota Vikings,,Sun,November 23,1:00PM,24,14,307,2,241,4,Vikings,Minnesota,Lions,Detroit
946,2003,12,Philadelphia Eagles,New Orleans Saints,Philadelphia Eagles,,Sun,November 23,1:02PM,33,20,448,0,466,3,Eagles,Philadelphia,Saints,New Orleans
947,2003,12,Houston Texans,New England Patriots,New England Patriots,,Sun,November 23,1:02PM,23,20,472,3,169,2,Texans,Houston,Patriots,New England
948,2003,12,Baltimore Ravens,Seattle Seahawks,Baltimore Ravens,,Sun,November 23,1:02PM,44,41,426,2,426,3,Ravens,Baltimore,Seahawks,Seattle
949,2003,12,Cleveland Browns,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,November 23,1:02PM,13,6,168,0,303,5,Browns,Cleveland,Steelers,Pittsburgh
950,2003,12,Buffalo Bills,Indianapolis Colts,Indianapolis Colts,,Sun,November 23,1:02PM,17,14,326,1,228,1,Bills,Buffalo,Colts,Indianapolis
951,2003,12,Dallas Cowboys,Carolina Panthers,Dallas Cowboys,,Sun,November 23,1:02PM,24,20,319,1,244,2,Cowboys,Dallas,Panthers,Carolina
952,2003,12,Green Bay Packers,San Francisco 49ers,Green Bay Packers,,Sun,November 23,1:02PM,20,10,379,3,192,1,Packers,Green Bay,49ers,San Francisco
953,2003,12,New York Jets,Jacksonville Jaguars,New York Jets,,Sun,November 23,1:03PM,13,10,282,1,330,2,Jets,New York,Jaguars,Jacksonville
954,2003,12,Denver Broncos,Chicago Bears,Chicago Bears,,Sun,November 23,4:05PM,19,10,217,0,365,0,Broncos,Denver,Bears,Chicago
955,2003,12,Arizona Cardinals,St. Louis Rams,St. Louis Rams,,Sun,November 23,4:06PM,30,27,415,5,358,2,Cardinals,Arizona,Rams,St. Louis
956,2003,12,San Diego Chargers,Cincinnati Bengals,Cincinnati Bengals,,Sun,November 23,4:15PM,34,27,444,1,325,0,Chargers,San Diego,Bengals,Cincinnati
957,2003,12,Kansas City Chiefs,Oakland Raiders,Kansas City Chiefs,,Sun,November 23,4:15PM,27,24,384,0,379,0,Chiefs,Kansas City,Raiders,Oakland
958,2003,12,Atlanta Falcons,Tennessee Titans,Tennessee Titans,,Sun,November 23,4:15PM,38,31,347,1,282,2,Falcons,Atlanta,Titans,Tennessee
959,2003,12,Miami Dolphins,Washington Redskins,Miami Dolphins,,Sun,November 23,8:37PM,24,23,317,3,277,2,Dolphins,Miami,Redskins,Washington
960,2003,12,Tampa Bay Buccaneers,New York Giants,Tampa Bay Buccaneers,,Mon,November 24,9:10PM,19,13,358,3,212,4,Buccaneers,Tampa Bay,Giants,New York
961,2003,13,Detroit Lions,Green Bay Packers,Detroit Lions,,Thu,November 27,12:37PM,22,14,266,1,320,5,Lions,Detroit,Packers,Green Bay
962,2003,13,Dallas Cowboys,Miami Dolphins,Miami Dolphins,,Thu,November 27,4:16PM,40,21,365,1,354,5,Cowboys,Dallas,Dolphins,Miami
963,2003,13,Indianapolis Colts,New England Patriots,New England Patriots,,Sun,November 30,1:00PM,38,34,282,3,370,2,Colts,Indianapolis,Patriots,New England
964,2003,13,Pittsburgh Steelers,Cincinnati Bengals,Cincinnati Bengals,,Sun,November 30,1:01PM,24,20,379,0,384,2,Steelers,Pittsburgh,Bengals,Cincinnati
965,2003,13,Baltimore Ravens,San Francisco 49ers,Baltimore Ravens,,Sun,November 30,1:02PM,44,6,282,2,264,4,Ravens,Baltimore,49ers,San Francisco
966,2003,13,St. Louis Rams,Minnesota Vikings,St. Louis Rams,,Sun,November 30,1:02PM,48,17,396,1,465,3,Rams,St. Louis,Vikings,Minnesota
967,2003,13,New York Giants,Buffalo Bills,Buffalo Bills,,Sun,November 30,1:02PM,24,7,403,0,222,1,Giants,New York,Bills,Buffalo
968,2003,13,Carolina Panthers,Philadelphia Eagles,Philadelphia Eagles,,Sun,November 30,1:02PM,25,16,283,2,336,1,Panthers,Carolina,Eagles,Philadelphia
969,2003,13,Houston Texans,Atlanta Falcons,Houston Texans,,Sun,November 30,1:03PM,17,13,236,1,243,1,Texans,Houston,Falcons,Atlanta
970,2003,13,Chicago Bears,Arizona Cardinals,Chicago Bears,,Sun,November 30,1:03PM,28,3,422,1,197,3,Bears,Chicago,Cardinals,Arizona
971,2003,13,Washington Redskins,New Orleans Saints,New Orleans Saints,,Sun,November 30,4:05PM,24,20,310,0,392,3,Redskins,Washington,Saints,New Orleans
972,2003,13,San Diego Chargers,Kansas City Chiefs,Kansas City Chiefs,,Sun,November 30,4:15PM,28,24,335,2,370,3,Chargers,San Diego,Chiefs,Kansas City
973,2003,13,Oakland Raiders,Denver Broncos,Denver Broncos,,Sun,November 30,4:15PM,22,8,287,1,262,3,Raiders,Oakland,Broncos,Denver
974,2003,13,Seattle Seahawks,Cleveland Browns,Seattle Seahawks,,Sun,November 30,4:15PM,34,7,463,1,214,3,Seahawks,Seattle,Browns,Cleveland
975,2003,13,Jacksonville Jaguars,Tampa Bay Buccaneers,Jacksonville Jaguars,,Sun,November 30,8:36PM,17,10,359,1,221,1,Jaguars,Jacksonville,Buccaneers,Tampa Bay
976,2003,13,New York Jets,Tennessee Titans,New York Jets,,Mon,December 1,9:09PM,24,17,320,2,347,2,Jets,New York,Titans,Tennessee
977,2003,14,Minnesota Vikings,Seattle Seahawks,Minnesota Vikings,,Sun,December 7,1:00PM,34,7,465,0,258,3,Vikings,Minnesota,Seahawks,Seattle
978,2003,14,Pittsburgh Steelers,Oakland Raiders,Pittsburgh Steelers,,Sun,December 7,1:01PM,27,7,399,2,161,3,Steelers,Pittsburgh,Raiders,Oakland
979,2003,14,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,,Sun,December 7,1:02PM,27,0,390,0,124,3,Jaguars,Jacksonville,Texans,Houston
980,2003,14,Green Bay Packers,Chicago Bears,Green Bay Packers,,Sun,December 7,1:02PM,34,21,307,1,275,5,Packers,Green Bay,Bears,Chicago
981,2003,14,Baltimore Ravens,Cincinnati Bengals,Baltimore Ravens,,Sun,December 7,1:02PM,31,13,353,3,268,5,Ravens,Baltimore,Bengals,Cincinnati
982,2003,14,New York Giants,Washington Redskins,Washington Redskins,,Sun,December 7,1:02PM,20,7,288,0,220,3,Giants,New York,Redskins,Washington
983,2003,14,Detroit Lions,San Diego Chargers,San Diego Chargers,,Sun,December 7,1:03PM,14,7,375,2,276,0,Lions,Detroit,Chargers,San Diego
984,2003,14,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,,Sun,December 7,1:03PM,29,27,340,0,327,4,Titans,Tennessee,Colts,Indianapolis
985,2003,14,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,December 7,1:03PM,14,7,314,1,292,3,Saints,New Orleans,Buccaneers,Tampa Bay
986,2003,14,Philadelphia Eagles,Dallas Cowboys,Philadelphia Eagles,,Sun,December 7,1:03PM,36,10,403,0,225,2,Eagles,Philadelphia,Cowboys,Dallas
987,2003,14,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,,Sun,December 7,4:05PM,50,14,496,1,210,2,49ers,San Francisco,Cardinals,Arizona
988,2003,14,Buffalo Bills,New York Jets,Buffalo Bills,,Sun,December 7,4:15PM,17,6,256,2,215,1,Bills,Buffalo,Jets,New York
989,2003,14,Denver Broncos,Kansas City Chiefs,Denver Broncos,,Sun,December 7,4:15PM,45,27,508,0,444,0,Broncos,Denver,Chiefs,Kansas City
990,2003,14,New England Patriots,Miami Dolphins,New England Patriots,,Sun,December 7,4:15PM,12,0,228,1,134,3,Patriots,New England,Dolphins,Miami
991,2003,14,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,,Sun,December 7,8:37PM,20,14,380,2,231,3,Falcons,Atlanta,Panthers,Carolina
992,2003,14,Cleveland Browns,St. Louis Rams,St. Louis Rams,,Mon,December 8,9:09PM,26,20,328,1,309,4,Browns,Cleveland,Rams,St. Louis
993,2003,15,Kansas City Chiefs,Detroit Lions,Kansas City Chiefs,,Sun,December 14,1:00PM,45,17,521,0,334,2,Chiefs,Kansas City,Lions,Detroit
994,2003,15,Indianapolis Colts,Atlanta Falcons,Indianapolis Colts,,Sun,December 14,1:00PM,38,7,465,2,154,2,Colts,Indianapolis,Falcons,Atlanta
995,2003,15,Tampa Bay Buccaneers,Houston Texans,Tampa Bay Buccaneers,,Sun,December 14,1:01PM,16,3,398,0,107,0,Buccaneers,Tampa Bay,Texans,Houston
996,2003,15,New England Patriots,Jacksonville Jaguars,New England Patriots,,Sun,December 14,1:02PM,27,13,296,1,354,2,Patriots,New England,Jaguars,Jacksonville
997,2003,15,St. Louis Rams,Seattle Seahawks,St. Louis Rams,,Sun,December 14,1:02PM,27,22,316,1,366,1,Rams,St. Louis,Seahawks,Seattle
998,2003,15,Cincinnati Bengals,San Francisco 49ers,Cincinnati Bengals,,Sun,December 14,1:03PM,41,38,393,0,502,3,Bengals,Cincinnati,49ers,San Francisco
999,2003,15,New York Jets,Pittsburgh Steelers,New York Jets,,Sun,December 14,1:03PM,6,0,319,1,231,0,Jets,New York,Steelers,Pittsburgh
1000,2003,15,Tennessee Titans,Buffalo Bills,Tennessee Titans,,Sun,December 14,1:03PM,28,26,349,1,241,1,Titans,Tennessee,Bills,Buffalo
1001,2003,15,Chicago Bears,Minnesota Vikings,Chicago Bears,,Sun,December 14,1:03PM,13,10,232,0,393,1,Bears,Chicago,Vikings,Minnesota
1002,2003,15,Oakland Raiders,Baltimore Ravens,Oakland Raiders,,Sun,December 14,4:05PM,20,12,265,0,319,3,Raiders,Oakland,Ravens,Baltimore
1003,2003,15,Denver Broncos,Cleveland Browns,Denver Broncos,,Sun,December 14,4:05PM,23,20,417,1,275,1,Broncos,Denver,Browns,Cleveland
1004,2003,15,San Diego Chargers,Green Bay Packers,Green Bay Packers,,Sun,December 14,4:15PM,38,21,361,1,424,4,Chargers,San Diego,Packers,Green Bay
1005,2003,15,Arizona Cardinals,Carolina Panthers,Carolina Panthers,,Sun,December 14,4:16PM,20,17,298,2,317,2,Cardinals,Arizona,Panthers,Carolina
1006,2003,15,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,December 14,4:17PM,27,0,326,1,161,6,Redskins,Washington,Cowboys,Dallas
1007,2003,15,New Orleans Saints,New York Giants,New Orleans Saints,,Sun,December 14,8:36PM,45,7,440,1,241,2,Saints,New Orleans,Giants,New York
1008,2003,15,Miami Dolphins,Philadelphia Eagles,Philadelphia Eagles,,Mon,December 15,9:09PM,34,27,401,1,398,2,Dolphins,Miami,Eagles,Philadelphia
1009,2003,16,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,,Sat,December 20,1:32PM,30,28,267,1,440,4,Buccaneers,Tampa Bay,Falcons,Atlanta
1010,2003,16,Minnesota Vikings,Kansas City Chiefs,Minnesota Vikings,,Sat,December 20,5:15PM,45,20,469,1,329,4,Vikings,Minnesota,Chiefs,Kansas City
1011,2003,16,New York Jets,New England Patriots,New England Patriots,,Sat,December 20,8:37PM,21,16,271,1,321,5,Jets,New York,Patriots,New England
1012,2003,16,Dallas Cowboys,New York Giants,Dallas Cowboys,,Sun,December 21,1:02PM,19,3,326,0,213,0,Cowboys,Dallas,Giants,New York
1013,2003,16,St. Louis Rams,Cincinnati Bengals,St. Louis Rams,,Sun,December 21,1:02PM,27,10,371,1,286,3,Rams,St. Louis,Bengals,Cincinnati
1014,2003,16,Jacksonville Jaguars,New Orleans Saints,Jacksonville Jaguars,,Sun,December 21,1:02PM,20,19,374,2,350,1,Jaguars,Jacksonville,Saints,New Orleans
1015,2003,16,Buffalo Bills,Miami Dolphins,Miami Dolphins,,Sun,December 21,1:02PM,20,3,169,2,177,4,Bills,Buffalo,Dolphins,Miami
1016,2003,16,Chicago Bears,Washington Redskins,Chicago Bears,,Sun,December 21,1:03PM,27,24,429,2,286,0,Bears,Chicago,Redskins,Washington
1017,2003,16,Carolina Panthers,Detroit Lions,Carolina Panthers,,Sun,December 21,1:03PM,20,14,384,2,106,1,Panthers,Carolina,Lions,Detroit
1018,2003,16,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Sun,December 21,1:03PM,35,0,359,1,211,4,Browns,Cleveland,Ravens,Baltimore
1019,2003,16,Houston Texans,Tennessee Titans,Tennessee Titans,,Sun,December 21,1:03PM,27,24,450,1,326,3,Texans,Houston,Titans,Tennessee
1020,2003,16,Pittsburgh Steelers,San Diego Chargers,Pittsburgh Steelers,,Sun,December 21,4:05PM,40,24,341,0,344,3,Steelers,Pittsburgh,Chargers,San Diego
1021,2003,16,Philadelphia Eagles,San Francisco 49ers,San Francisco 49ers,,Sun,December 21,4:15PM,31,28,414,1,293,3,Eagles,Philadelphia,49ers,San Francisco
1022,2003,16,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,,Sun,December 21,4:15PM,28,10,340,4,299,1,Seahawks,Seattle,Cardinals,Arizona
1023,2003,16,Indianapolis Colts,Denver Broncos,Denver Broncos,,Sun,December 21,8:35PM,31,17,465,1,183,0,Colts,Indianapolis,Broncos,Denver
1024,2003,16,Oakland Raiders,Green Bay Packers,Green Bay Packers,,Mon,December 22,9:05PM,41,7,548,0,298,3,Raiders,Oakland,Packers,Green Bay
1025,2003,17,New England Patriots,Buffalo Bills,New England Patriots,,Sat,December 27,1:35PM,31,0,321,1,256,4,Patriots,New England,Bills,Buffalo
1026,2003,17,San Francisco 49ers,Seattle Seahawks,Seattle Seahawks,,Sat,December 27,5:15PM,24,17,394,3,290,1,49ers,San Francisco,Seahawks,Seattle
1027,2003,17,Washington Redskins,Philadelphia Eagles,Philadelphia Eagles,,Sat,December 27,8:36PM,31,7,332,0,260,2,Redskins,Washington,Eagles,Philadelphia
1028,2003,17,Kansas City Chiefs,Chicago Bears,Kansas City Chiefs,,Sun,December 28,1:00PM,31,3,282,1,241,2,Chiefs,Kansas City,Bears,Chicago
1029,2003,17,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,,Sun,December 28,1:02PM,22,14,379,0,271,1,Bengals,Cincinnati,Browns,Cleveland
1030,2003,17,Tennessee Titans,Tampa Bay Buccaneers,Tennessee Titans,,Sun,December 28,1:03PM,33,13,344,1,274,4,Titans,Tennessee,Buccaneers,Tampa Bay
1031,2003,17,Miami Dolphins,New York Jets,Miami Dolphins,,Sun,December 28,1:03PM,23,21,397,1,285,0,Dolphins,Miami,Jets,New York
1032,2003,17,Atlanta Falcons,Jacksonville Jaguars,Atlanta Falcons,,Sun,December 28,1:03PM,21,14,344,1,320,1,Falcons,Atlanta,Jaguars,Jacksonville
1033,2003,17,New Orleans Saints,Dallas Cowboys,New Orleans Saints,,Sun,December 28,1:03PM,13,7,291,0,352,3,Saints,New Orleans,Cowboys,Dallas
1034,2003,17,Detroit Lions,St. Louis Rams,Detroit Lions,,Sun,December 28,1:03PM,30,20,342,2,194,3,Lions,Detroit,Rams,St. Louis
1035,2003,17,Houston Texans,Indianapolis Colts,Indianapolis Colts,,Sun,December 28,1:03PM,20,17,418,2,204,1,Texans,Houston,Colts,Indianapolis
1036,2003,17,Arizona Cardinals,Minnesota Vikings,Arizona Cardinals,,Sun,December 28,4:05PM,18,17,219,1,342,2,Cardinals,Arizona,Vikings,Minnesota
1037,2003,17,New York Giants,Carolina Panthers,Carolina Panthers,,Sun,December 28,4:05PM,37,24,251,2,175,5,Giants,New York,Panthers,Carolina
1038,2003,17,San Diego Chargers,Oakland Raiders,San Diego Chargers,,Sun,December 28,4:15PM,21,14,337,0,141,1,Chargers,San Diego,Raiders,Oakland
1039,2003,17,Green Bay Packers,Denver Broncos,Green Bay Packers,,Sun,December 28,4:15PM,31,3,366,1,216,3,Packers,Green Bay,Broncos,Denver
1040,2003,17,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,December 28,8:36PM,13,10,279,2,214,5,Ravens,Baltimore,Steelers,Pittsburgh
1052,2004,1,New England Patriots,Indianapolis Colts,New England Patriots,,Thu,September 9,9:08PM,27,24,402,2,446,3,Patriots,New England,Colts,Indianapolis
1053,2004,1,Miami Dolphins,Tennessee Titans,Tennessee Titans,,Sat,September 11,1:07PM,17,7,243,1,263,3,Dolphins,Miami,Titans,Tennessee
1054,2004,1,Buffalo Bills,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,September 12,1:04PM,13,10,225,2,242,2,Bills,Buffalo,Jaguars,Jacksonville
1055,2004,1,Pittsburgh Steelers,Oakland Raiders,Pittsburgh Steelers,,Sun,September 12,1:04PM,24,21,237,1,358,4,Steelers,Pittsburgh,Raiders,Oakland
1056,2004,1,St. Louis Rams,Arizona Cardinals,St. Louis Rams,,Sun,September 12,1:04PM,17,10,448,3,260,0,Rams,St. Louis,Cardinals,Arizona
1057,2004,1,Houston Texans,San Diego Chargers,San Diego Chargers,,Sun,September 12,1:05PM,27,20,324,0,336,4,Texans,Houston,Chargers,San Diego
1058,2004,1,Chicago Bears,Detroit Lions,Detroit Lions,,Sun,September 12,1:05PM,20,16,262,1,342,4,Bears,Chicago,Lions,Detroit
1059,2004,1,New Orleans Saints,Seattle Seahawks,Seattle Seahawks,,Sun,September 12,1:06PM,21,7,415,2,281,3,Saints,New Orleans,Seahawks,Seattle
1060,2004,1,Washington Redskins,Tampa Bay Buccaneers,Washington Redskins,,Sun,September 12,1:06PM,16,10,291,1,169,2,Redskins,Washington,Buccaneers,Tampa Bay
1061,2004,1,New York Jets,Cincinnati Bengals,New York Jets,,Sun,September 12,1:07PM,31,24,438,1,351,2,Jets,New York,Bengals,Cincinnati
1062,2004,1,Cleveland Browns,Baltimore Ravens,Cleveland Browns,,Sun,September 12,1:08PM,20,3,250,0,254,3,Browns,Cleveland,Ravens,Baltimore
1063,2004,1,Minnesota Vikings,Dallas Cowboys,Minnesota Vikings,,Sun,September 12,4:15PM,35,17,415,0,423,2,Vikings,Minnesota,Cowboys,Dallas
1064,2004,1,San Francisco 49ers,Atlanta Falcons,Atlanta Falcons,,Sun,September 12,4:19PM,21,19,227,1,359,2,49ers,San Francisco,Falcons,Atlanta
1065,2004,1,Philadelphia Eagles,New York Giants,Philadelphia Eagles,,Sun,September 12,4:21PM,31,17,454,0,413,1,Eagles,Philadelphia,Giants,New York
1066,2004,1,Denver Broncos,Kansas City Chiefs,Denver Broncos,,Sun,September 12,8:39PM,34,24,413,3,318,1,Broncos,Denver,Chiefs,Kansas City
1067,2004,1,Carolina Panthers,Green Bay Packers,Green Bay Packers,,Mon,September 13,9:09PM,24,14,279,0,300,2,Panthers,Carolina,Packers,Green Bay
1068,2004,2,Kansas City Chiefs,Carolina Panthers,Carolina Panthers,,Sun,September 19,1:00PM,28,17,358,2,281,2,Chiefs,Kansas City,Panthers,Carolina
1069,2004,2,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,,Sun,September 19,1:02PM,31,17,373,1,389,2,Titans,Tennessee,Colts,Indianapolis
1070,2004,2,Jacksonville Jaguars,Denver Broncos,Jacksonville Jaguars,,Sun,September 19,1:02PM,7,6,176,0,356,1,Jaguars,Jacksonville,Broncos,Denver
1071,2004,2,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,September 19,1:02PM,30,13,259,0,310,3,Ravens,Baltimore,Steelers,Pittsburgh
1072,2004,2,Green Bay Packers,Chicago Bears,Chicago Bears,,Sun,September 19,1:02PM,21,10,307,2,404,3,Packers,Green Bay,Bears,Chicago
1073,2004,2,New Orleans Saints,San Francisco 49ers,New Orleans Saints,,Sun,September 19,1:03PM,30,27,302,1,370,3,Saints,New Orleans,49ers,San Francisco
1074,2004,2,Atlanta Falcons,St. Louis Rams,Atlanta Falcons,,Sun,September 19,1:03PM,34,17,416,0,280,2,Falcons,Atlanta,Rams,St. Louis
1075,2004,2,Detroit Lions,Houston Texans,Detroit Lions,,Sun,September 19,1:04PM,28,16,266,1,386,3,Lions,Detroit,Texans,Houston
1076,2004,2,New York Giants,Washington Redskins,New York Giants,,Sun,September 19,1:04PM,20,14,277,1,322,7,Giants,New York,Redskins,Washington
1077,2004,2,Tampa Bay Buccaneers,Seattle Seahawks,Seattle Seahawks,,Sun,September 19,4:05PM,10,6,182,1,271,3,Buccaneers,Tampa Bay,Seahawks,Seattle
1078,2004,2,San Diego Chargers,New York Jets,New York Jets,,Sun,September 19,4:15PM,34,28,380,0,327,4,Chargers,San Diego,Jets,New York
1079,2004,2,Oakland Raiders,Buffalo Bills,Oakland Raiders,,Sun,September 19,4:15PM,13,10,273,0,243,1,Raiders,Oakland,Bills,Buffalo
1080,2004,2,Dallas Cowboys,Cleveland Browns,Dallas Cowboys,,Sun,September 19,4:15PM,19,12,441,4,202,3,Cowboys,Dallas,Browns,Cleveland
1081,2004,2,Arizona Cardinals,New England Patriots,New England Patriots,,Sun,September 19,4:16PM,23,12,379,3,167,2,Cardinals,Arizona,Patriots,New England
1082,2004,2,Cincinnati Bengals,Miami Dolphins,Cincinnati Bengals,,Sun,September 19,8:36PM,16,13,210,1,226,3,Bengals,Cincinnati,Dolphins,Miami
1083,2004,2,Philadelphia Eagles,Minnesota Vikings,Philadelphia Eagles,,Mon,September 20,9:09PM,27,16,317,1,410,2,Eagles,Philadelphia,Vikings,Minnesota
1084,2004,3,Minnesota Vikings,Chicago Bears,Minnesota Vikings,,Sun,September 26,1:00PM,27,22,443,2,385,1,Vikings,Minnesota,Bears,Chicago
1085,2004,3,Kansas City Chiefs,Houston Texans,Houston Texans,,Sun,September 26,1:00PM,24,21,296,1,366,1,Chiefs,Kansas City,Texans,Houston
1086,2004,3,St. Louis Rams,New Orleans Saints,New Orleans Saints,,Sun,September 26,1:02PM,28,25,462,0,403,1,Rams,St. Louis,Saints,New Orleans
1087,2004,3,Tennessee Titans,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,September 26,1:02PM,15,12,253,0,249,1,Titans,Tennessee,Jaguars,Jacksonville
1088,2004,3,Cincinnati Bengals,Baltimore Ravens,Baltimore Ravens,,Sun,September 26,1:02PM,23,9,380,2,398,4,Bengals,Cincinnati,Ravens,Baltimore
1089,2004,3,New York Giants,Cleveland Browns,New York Giants,,Sun,September 26,1:02PM,27,10,390,0,285,3,Giants,New York,Browns,Cleveland
1090,2004,3,Detroit Lions,Philadelphia Eagles,Philadelphia Eagles,,Sun,September 26,1:03PM,30,13,402,1,256,1,Lions,Detroit,Eagles,Philadelphia
1091,2004,3,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,,Sun,September 26,1:05PM,6,3,283,4,240,4,Falcons,Atlanta,Cardinals,Arizona
1092,2004,3,Denver Broncos,San Diego Chargers,Denver Broncos,,Sun,September 26,4:05PM,23,13,328,1,214,1,Broncos,Denver,Chargers,San Diego
1093,2004,3,Indianapolis Colts,Green Bay Packers,Indianapolis Colts,,Sun,September 26,4:15PM,45,31,453,0,459,2,Colts,Indianapolis,Packers,Green Bay
1094,2004,3,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,September 26,4:16PM,34,0,374,0,175,4,Seahawks,Seattle,49ers,San Francisco
1095,2004,3,Oakland Raiders,Tampa Bay Buccaneers,Oakland Raiders,,Sun,September 26,8:35PM,30,20,399,2,389,1,Raiders,Oakland,Buccaneers,Tampa Bay
1096,2004,3,Miami Dolphins,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 26,8:36PM,13,3,314,1,169,4,Dolphins,Miami,Steelers,Pittsburgh
1097,2004,3,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Mon,September 27,9:10PM,21,18,287,0,384,0,Redskins,Washington,Cowboys,Dallas
1098,2004,4,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,,Sun,October 3,1:01PM,28,17,333,2,293,3,Steelers,Pittsburgh,Bengals,Cincinnati
1099,2004,4,Buffalo Bills,New England Patriots,New England Patriots,,Sun,October 3,1:02PM,31,17,397,1,337,2,Bills,Buffalo,Patriots,New England
1100,2004,4,Cleveland Browns,Washington Redskins,Cleveland Browns,,Sun,October 3,1:02PM,17,13,280,1,265,2,Browns,Cleveland,Redskins,Washington
1101,2004,4,Green Bay Packers,New York Giants,New York Giants,,Sun,October 3,1:02PM,14,7,403,1,301,3,Packers,Green Bay,Giants,New York
1102,2004,4,Houston Texans,Oakland Raiders,Houston Texans,,Sun,October 3,1:02PM,30,17,386,1,375,5,Texans,Houston,Raiders,Oakland
1103,2004,4,Jacksonville Jaguars,Indianapolis Colts,Indianapolis Colts,,Sun,October 3,1:02PM,24,17,337,1,408,1,Jaguars,Jacksonville,Colts,Indianapolis
1104,2004,4,Chicago Bears,Philadelphia Eagles,Philadelphia Eagles,,Sun,October 3,1:05PM,19,9,376,1,224,1,Bears,Chicago,Eagles,Philadelphia
1105,2004,4,Arizona Cardinals,New Orleans Saints,Arizona Cardinals,,Sun,October 3,4:05PM,34,10,373,1,279,2,Cardinals,Arizona,Saints,New Orleans
1106,2004,4,Carolina Panthers,Atlanta Falcons,Atlanta Falcons,,Sun,October 3,4:05PM,27,10,313,0,360,3,Panthers,Carolina,Falcons,Atlanta
1107,2004,4,San Diego Chargers,Tennessee Titans,San Diego Chargers,,Sun,October 3,4:15PM,38,17,393,0,330,0,Chargers,San Diego,Titans,Tennessee
1108,2004,4,Miami Dolphins,New York Jets,New York Jets,,Sun,October 3,4:15PM,17,9,235,1,293,4,Dolphins,Miami,Jets,New York
1109,2004,4,Tampa Bay Buccaneers,Denver Broncos,Denver Broncos,,Sun,October 3,4:15PM,16,13,249,0,269,1,Buccaneers,Tampa Bay,Broncos,Denver
1110,2004,4,San Francisco 49ers,St. Louis Rams,St. Louis Rams,,Sun,October 3,8:38PM,24,14,360,0,332,2,49ers,San Francisco,Rams,St. Louis
1111,2004,4,Baltimore Ravens,Kansas City Chiefs,Kansas City Chiefs,,Mon,October 4,9:08PM,27,24,398,0,207,0,Ravens,Baltimore,Chiefs,Kansas City
1112,2004,5,Indianapolis Colts,Oakland Raiders,Indianapolis Colts,,Sun,October 10,1:00PM,35,14,338,1,269,3,Colts,Indianapolis,Raiders,Oakland
1113,2004,5,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,,Sun,October 10,1:02PM,34,23,401,1,305,1,Steelers,Pittsburgh,Browns,Cleveland
1114,2004,5,Houston Texans,Minnesota Vikings,Minnesota Vikings,,Sun,October 10,1:02PM,34,28,510,0,410,0,Texans,Houston,Vikings,Minnesota
1115,2004,5,New England Patriots,Miami Dolphins,New England Patriots,,Sun,October 10,1:02PM,24,10,204,1,295,2,Patriots,New England,Dolphins,Miami
1116,2004,5,Dallas Cowboys,New York Giants,New York Giants,,Sun,October 10,1:03PM,26,10,336,1,278,2,Cowboys,Dallas,Giants,New York
1117,2004,5,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,October 10,1:03PM,20,17,319,1,251,2,Saints,New Orleans,Buccaneers,Tampa Bay
