,year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
2568,2009,13,Miami Dolphins,New England Patriots,Miami Dolphins,,Sun,December 6,1:02PM,22,21,416,1,448,2,Dolphins,Miami,Patriots,New England
2569,2009,13,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,,Sun,December 6,1:03PM,16,6,309,2,469,5,Panthers,Carolina,Buccaneers,Tampa Bay
2570,2009,13,Atlanta Falcons,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 6,1:03PM,34,7,380,0,295,3,Falcons,Atlanta,Eagles,Philadelphia
2571,2009,13,Washington Redskins,New Orleans Saints,New Orleans Saints,,Sun,December 6,1:03PM,33,30,463,1,455,4,Redskins,Washington,Saints,New Orleans
2572,2009,13,Indianapolis Colts,Tennessee Titans,Indianapolis Colts,,Sun,December 6,1:03PM,27,17,358,0,375,2,Colts,Indianapolis,Titans,Tennessee
2573,2009,13,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,,Sun,December 6,1:03PM,23,18,323,1,305,3,Jaguars,Jacksonville,Texans,Houston
2574,2009,13,Cleveland Browns,San Diego Chargers,San Diego Chargers,,Sun,December 6,4:05PM,30,23,477,0,372,1,Browns,Cleveland,Chargers,San Diego
2575,2009,13,New York Giants,Dallas Cowboys,New York Giants,,Sun,December 6,4:15PM,31,24,337,2,424,1,Giants,New York,Cowboys,Dallas
2576,2009,13,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,December 6,4:16PM,20,17,292,1,356,2,Seahawks,Seattle,49ers,San Francisco
2577,2009,13,Arizona Cardinals,Minnesota Vikings,Arizona Cardinals,,Sun,December 6,8:20PM,30,17,398,1,315,2,Cardinals,Arizona,Vikings,Minnesota
2578,2009,13,Green Bay Packers,Baltimore Ravens,Green Bay Packers,,Mon,December 7,8:40PM,27,14,350,3,185,4,Packers,Green Bay,Ravens,Baltimore
2579,2009,14,Cleveland Browns,Pittsburgh Steelers,Cleveland Browns,,Thu,December 10,8:21PM,13,6,255,0,218,0,Browns,Cleveland,Steelers,Pittsburgh
2580,2009,14,Kansas City Chiefs,Buffalo Bills,Buffalo Bills,,Sun,December 13,1:00PM,16,10,273,3,354,4,Chiefs,Kansas City,Bills,Buffalo
2581,2009,14,Tampa Bay Buccaneers,New York Jets,New York Jets,,Sun,December 13,1:00PM,26,3,310,1,124,3,Buccaneers,Tampa Bay,Jets,New York
2582,2009,14,Houston Texans,Seattle Seahawks,Houston Texans,,Sun,December 13,1:02PM,34,7,450,2,282,1,Texans,Houston,Seahawks,Seattle
2583,2009,14,Baltimore Ravens,Detroit Lions,Baltimore Ravens,,Sun,December 13,1:02PM,48,3,548,1,229,2,Ravens,Baltimore,Lions,Detroit
2584,2009,14,New England Patriots,Carolina Panthers,New England Patriots,,Sun,December 13,1:02PM,20,10,377,3,305,0,Patriots,New England,Panthers,Carolina
2585,2009,14,Atlanta Falcons,New Orleans Saints,New Orleans Saints,,Sun,December 13,1:02PM,26,23,391,0,392,1,Falcons,Atlanta,Saints,New Orleans
2586,2009,14,Chicago Bears,Green Bay Packers,Green Bay Packers,,Sun,December 13,1:02PM,21,14,315,2,254,2,Bears,Chicago,Packers,Green Bay
2587,2009,14,Indianapolis Colts,Denver Broncos,Indianapolis Colts,,Sun,December 13,1:02PM,28,16,312,3,357,1,Colts,Indianapolis,Broncos,Denver
2588,2009,14,Jacksonville Jaguars,Miami Dolphins,Miami Dolphins,,Sun,December 13,1:03PM,14,10,354,3,217,0,Jaguars,Jacksonville,Dolphins,Miami
2589,2009,14,Minnesota Vikings,Cincinnati Bengals,Minnesota Vikings,,Sun,December 13,1:05PM,30,10,322,1,210,1,Vikings,Minnesota,Bengals,Cincinnati
2590,2009,14,Tennessee Titans,St. Louis Rams,Tennessee Titans,,Sun,December 13,4:05PM,47,7,446,1,240,5,Titans,Tennessee,Rams,St. Louis
2591,2009,14,Oakland Raiders,Washington Redskins,Washington Redskins,,Sun,December 13,4:05PM,34,13,295,1,227,1,Raiders,Oakland,Redskins,Washington
2592,2009,14,Dallas Cowboys,San Diego Chargers,San Diego Chargers,,Sun,December 13,4:15PM,20,17,341,1,347,0,Cowboys,Dallas,Chargers,San Diego
2593,2009,14,New York Giants,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 13,8:30PM,45,38,374,1,512,4,Giants,New York,Eagles,Philadelphia
2594,2009,14,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,,Mon,December 14,8:40PM,24,9,327,2,245,7,49ers,San Francisco,Cardinals,Arizona
2595,2009,15,Jacksonville Jaguars,Indianapolis Colts,Indianapolis Colts,,Thu,December 17,8:21PM,35,31,369,1,345,1,Jaguars,Jacksonville,Colts,Indianapolis
2596,2009,15,New Orleans Saints,Dallas Cowboys,Dallas Cowboys,,Sat,December 19,8:22PM,24,17,439,0,336,3,Saints,New Orleans,Cowboys,Dallas
2597,2009,15,St. Louis Rams,Houston Texans,Houston Texans,,Sun,December 20,1:00PM,16,13,419,2,237,2,Rams,St. Louis,Texans,Houston
2598,2009,15,Kansas City Chiefs,Cleveland Browns,Cleveland Browns,,Sun,December 20,1:00PM,41,34,417,3,491,1,Chiefs,Kansas City,Browns,Cleveland
2599,2009,15,Tennessee Titans,Miami Dolphins,Tennessee Titans,,Sun,December 20,1:02PM,27,24,364,2,468,4,Titans,Tennessee,Dolphins,Miami
2600,2009,15,Buffalo Bills,New England Patriots,New England Patriots,,Sun,December 20,1:02PM,17,10,224,1,241,1,Bills,Buffalo,Patriots,New England
2601,2009,15,Detroit Lions,Arizona Cardinals,Arizona Cardinals,,Sun,December 20,1:02PM,31,24,340,3,282,3,Lions,Detroit,Cardinals,Arizona
2602,2009,15,New York Jets,Atlanta Falcons,Atlanta Falcons,,Sun,December 20,1:03PM,10,7,238,0,314,3,Jets,New York,Falcons,Atlanta
2603,2009,15,San Diego Chargers,Cincinnati Bengals,San Diego Chargers,,Sun,December 20,4:05PM,27,24,366,2,407,1,Chargers,San Diego,Bengals,Cincinnati
2604,2009,15,Denver Broncos,Oakland Raiders,Oakland Raiders,,Sun,December 20,4:05PM,20,19,343,2,337,0,Broncos,Denver,Raiders,Oakland
2605,2009,15,Pittsburgh Steelers,Green Bay Packers,Pittsburgh Steelers,,Sun,December 20,4:15PM,37,36,537,0,436,0,Steelers,Pittsburgh,Packers,Green Bay
2606,2009,15,Baltimore Ravens,Chicago Bears,Baltimore Ravens,,Sun,December 20,4:15PM,31,7,346,1,220,6,Ravens,Baltimore,Bears,Chicago
2607,2009,15,Philadelphia Eagles,San Francisco 49ers,Philadelphia Eagles,,Sun,December 20,4:16PM,27,13,422,2,261,4,Eagles,Philadelphia,49ers,San Francisco
2608,2009,15,Seattle Seahawks,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,December 20,4:16PM,24,7,339,1,380,5,Seahawks,Seattle,Buccaneers,Tampa Bay
2609,2009,15,Carolina Panthers,Minnesota Vikings,Carolina Panthers,,Sun,December 20,8:30PM,26,7,397,0,237,2,Panthers,Carolina,Vikings,Minnesota
2610,2009,15,Washington Redskins,New York Giants,New York Giants,,Mon,December 21,8:40PM,45,12,387,0,302,3,Redskins,Washington,Giants,New York
2611,2009,16,Tennessee Titans,San Diego Chargers,San Diego Chargers,,Fri,December 25,7:34PM,42,17,425,1,270,3,Titans,Tennessee,Chargers,San Diego
2612,2009,16,Cleveland Browns,Oakland Raiders,Cleveland Browns,,Sun,December 27,1:01PM,23,9,282,1,389,3,Browns,Cleveland,Raiders,Oakland
2613,2009,16,Atlanta Falcons,Buffalo Bills,Atlanta Falcons,,Sun,December 27,1:02PM,31,3,391,0,178,3,Falcons,Atlanta,Bills,Buffalo
2614,2009,16,New England Patriots,Jacksonville Jaguars,New England Patriots,,Sun,December 27,1:02PM,35,7,464,1,275,2,Patriots,New England,Jaguars,Jacksonville
2615,2009,16,Miami Dolphins,Houston Texans,Houston Texans,,Sun,December 27,1:02PM,27,20,406,1,363,1,Dolphins,Miami,Texans,Houston
2616,2009,16,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,,Sun,December 27,1:02PM,23,20,286,2,323,3,Steelers,Pittsburgh,Ravens,Baltimore
2617,2009,16,Green Bay Packers,Seattle Seahawks,Green Bay Packers,,Sun,December 27,1:02PM,48,10,417,0,291,4,Packers,Green Bay,Seahawks,Seattle
2618,2009,16,Cincinnati Bengals,Kansas City Chiefs,Cincinnati Bengals,,Sun,December 27,1:03PM,17,10,274,1,295,2,Bengals,Cincinnati,Chiefs,Kansas City
2619,2009,16,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,December 27,1:03PM,20,17,439,2,373,1,Saints,New Orleans,Buccaneers,Tampa Bay
2620,2009,16,New York Giants,Carolina Panthers,Carolina Panthers,,Sun,December 27,1:03PM,41,9,416,0,317,4,Giants,New York,Panthers,Carolina
2621,2009,16,San Francisco 49ers,Detroit Lions,San Francisco 49ers,,Sun,December 27,4:04PM,20,6,310,1,289,6,49ers,San Francisco,Lions,Detroit
2622,2009,16,Arizona Cardinals,St. Louis Rams,Arizona Cardinals,,Sun,December 27,4:05PM,31,10,407,1,238,4,Cardinals,Arizona,Rams,St. Louis
2623,2009,16,Philadelphia Eagles,Denver Broncos,Philadelphia Eagles,,Sun,December 27,4:16PM,30,27,394,3,241,1,Eagles,Philadelphia,Broncos,Denver
2624,2009,16,Indianapolis Colts,New York Jets,New York Jets,,Sun,December 27,4:16PM,29,15,293,0,286,2,Colts,Indianapolis,Jets,New York
2625,2009,16,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,December 27,8:31PM,17,0,393,1,208,1,Redskins,Washington,Cowboys,Dallas
2626,2009,16,Chicago Bears,Minnesota Vikings,Chicago Bears,,Mon,December 28,8:40PM,36,30,363,1,423,2,Bears,Chicago,Vikings,Minnesota
2627,2009,17,St. Louis Rams,San Francisco 49ers,San Francisco 49ers,,Sun,January 3,1:00PM,28,6,329,0,109,0,Rams,St. Louis,49ers,San Francisco
2628,2009,17,Cleveland Browns,Jacksonville Jaguars,Cleveland Browns,,Sun,January 3,1:02PM,23,17,300,1,328,1,Browns,Cleveland,Jaguars,Jacksonville
2629,2009,17,Miami Dolphins,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,January 3,1:02PM,30,24,403,2,303,3,Dolphins,Miami,Steelers,Pittsburgh
2630,2009,17,Buffalo Bills,Indianapolis Colts,Buffalo Bills,,Sun,January 3,1:02PM,30,7,403,0,157,3,Bills,Buffalo,Colts,Indianapolis
2631,2009,17,Houston Texans,New England Patriots,Houston Texans,,Sun,January 3,1:02PM,34,27,439,1,317,2,Texans,Houston,Patriots,New England
2632,2009,17,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,,Sun,January 3,1:03PM,20,10,397,3,206,2,Buccaneers,Tampa Bay,Falcons,Atlanta
2633,2009,17,Detroit Lions,Chicago Bears,Chicago Bears,,Sun,January 3,1:03PM,37,23,418,0,349,2,Lions,Detroit,Bears,Chicago
2634,2009,17,Carolina Panthers,New Orleans Saints,Carolina Panthers,,Sun,January 3,1:04PM,23,10,327,0,213,3,Panthers,Carolina,Saints,New Orleans
2635,2009,17,Minnesota Vikings,New York Giants,Minnesota Vikings,,Sun,January 3,1:05PM,44,7,487,0,181,2,Vikings,Minnesota,Giants,New York
2636,2009,17,Arizona Cardinals,Green Bay Packers,Green Bay Packers,,Sun,January 3,4:15PM,33,7,345,1,187,3,Cardinals,Arizona,Packers,Green Bay
2637,2009,17,Denver Broncos,Kansas City Chiefs,Kansas City Chiefs,,Sun,January 3,4:15PM,44,24,524,2,512,3,Broncos,Denver,Chiefs,Kansas City
2638,2009,17,Dallas Cowboys,Philadelphia Eagles,Dallas Cowboys,,Sun,January 3,4:15PM,24,0,474,1,228,1,Cowboys,Dallas,Eagles,Philadelphia
2639,2009,17,San Diego Chargers,Washington Redskins,San Diego Chargers,,Sun,January 3,4:15PM,23,20,364,1,341,0,Chargers,San Diego,Redskins,Washington
2640,2009,17,Oakland Raiders,Baltimore Ravens,Baltimore Ravens,,Sun,January 3,4:15PM,21,13,330,0,325,2,Raiders,Oakland,Ravens,Baltimore
2641,2009,17,Seattle Seahawks,Tennessee Titans,Tennessee Titans,,Sun,January 3,4:16PM,17,13,304,2,309,1,Seahawks,Seattle,Titans,Tennessee
2642,2009,17,New York Jets,Cincinnati Bengals,New York Jets,,Sun,January 3,8:31PM,37,0,320,0,72,3,Jets,New York,Bengals,Cincinnati
2654,2010,1,New Orleans Saints,Minnesota Vikings,New Orleans Saints,,Thu,September 9,8:41PM,14,9,308,0,253,1,Saints,New Orleans,Vikings,Minnesota
2655,2010,1,Pittsburgh Steelers,Atlanta Falcons,Pittsburgh Steelers,,Sun,September 12,1:02PM,15,9,354,1,295,1,Steelers,Pittsburgh,Falcons,Atlanta
2656,2010,1,Chicago Bears,Detroit Lions,Chicago Bears,,Sun,September 12,1:02PM,19,14,463,4,168,3,Bears,Chicago,Lions,Detroit
2657,2010,1,Tampa Bay Buccaneers,Cleveland Browns,Tampa Bay Buccaneers,,Sun,September 12,1:02PM,17,14,288,2,340,3,Buccaneers,Tampa Bay,Browns,Cleveland
2658,2010,1,Houston Texans,Indianapolis Colts,Houston Texans,,Sun,September 12,1:02PM,34,24,355,1,463,1,Texans,Houston,Colts,Indianapolis
2659,2010,1,New England Patriots,Cincinnati Bengals,New England Patriots,,Sun,September 12,1:02PM,38,24,376,0,428,2,Patriots,New England,Bengals,Cincinnati
2660,2010,1,Buffalo Bills,Miami Dolphins,Miami Dolphins,,Sun,September 12,1:02PM,15,10,296,0,166,0,Bills,Buffalo,Dolphins,Miami
2661,2010,1,Tennessee Titans,Oakland Raiders,Tennessee Titans,,Sun,September 12,1:02PM,38,13,345,1,286,2,Titans,Tennessee,Raiders,Oakland
2662,2010,1,Jacksonville Jaguars,Denver Broncos,Jacksonville Jaguars,,Sun,September 12,1:03PM,24,17,299,0,363,2,Jaguars,Jacksonville,Broncos,Denver
2663,2010,1,New York Giants,Carolina Panthers,New York Giants,,Sun,September 12,1:04PM,31,18,376,4,237,5,Giants,New York,Panthers,Carolina
2664,2010,1,St. Louis Rams,Arizona Cardinals,Arizona Cardinals,,Sun,September 12,4:15PM,17,13,378,4,325,4,Rams,St. Louis,Cardinals,Arizona
2665,2010,1,Philadelphia Eagles,Green Bay Packers,Green Bay Packers,,Sun,September 12,4:16PM,27,20,299,2,320,1,Eagles,Philadelphia,Packers,Green Bay
2666,2010,1,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,September 12,4:16PM,31,6,242,1,263,2,Seahawks,Seattle,49ers,San Francisco
2667,2010,1,Washington Redskins,Dallas Cowboys,Washington Redskins,,Sun,September 12,8:31PM,13,7,250,0,380,1,Redskins,Washington,Cowboys,Dallas
2668,2010,1,New York Jets,Baltimore Ravens,Baltimore Ravens,,Mon,September 13,7:26PM,10,9,282,3,176,1,Jets,New York,Ravens,Baltimore
2669,2010,1,Kansas City Chiefs,San Diego Chargers,Kansas City Chiefs,,Mon,September 13,10:20PM,21,14,197,0,389,1,Chiefs,Kansas City,Chargers,San Diego
2670,2010,2,Cincinnati Bengals,Baltimore Ravens,Cincinnati Bengals,,Sun,September 19,1:02PM,15,10,253,0,259,4,Bengals,Cincinnati,Ravens,Baltimore
2671,2010,2,Green Bay Packers,Buffalo Bills,Green Bay Packers,,Sun,September 19,1:02PM,34,7,346,0,186,2,Packers,Green Bay,Bills,Buffalo
2672,2010,2,Tennessee Titans,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 19,1:02PM,19,11,127,1,238,7,Titans,Tennessee,Steelers,Pittsburgh
2673,2010,2,Detroit Lions,Philadelphia Eagles,Philadelphia Eagles,,Sun,September 19,1:02PM,35,32,410,0,444,2,Lions,Detroit,Eagles,Philadelphia
2674,2010,2,Cleveland Browns,Kansas City Chiefs,Kansas City Chiefs,,Sun,September 19,1:02PM,16,14,312,2,299,2,Browns,Cleveland,Chiefs,Kansas City
2675,2010,2,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,,Sun,September 19,1:03PM,41,7,444,1,267,3,Falcons,Atlanta,Cardinals,Arizona
2676,2010,2,Carolina Panthers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 19,1:03PM,20,7,273,0,278,3,Panthers,Carolina,Buccaneers,Tampa Bay
2677,2010,2,Minnesota Vikings,Miami Dolphins,Miami Dolphins,,Sun,September 19,1:05PM,14,10,226,2,364,4,Vikings,Minnesota,Dolphins,Miami
2678,2010,2,Dallas Cowboys,Chicago Bears,Chicago Bears,,Sun,September 19,1:05PM,27,20,308,0,410,3,Cowboys,Dallas,Bears,Chicago
2679,2010,2,Oakland Raiders,St. Louis Rams,Oakland Raiders,,Sun,September 19,4:05PM,16,14,404,2,210,1,Raiders,Oakland,Rams,St. Louis
2680,2010,2,Denver Broncos,Seattle Seahawks,Denver Broncos,,Sun,September 19,4:06PM,31,14,369,0,339,4,Broncos,Denver,Seahawks,Seattle
2681,2010,2,Washington Redskins,Houston Texans,Houston Texans,,Sun,September 19,4:15PM,30,27,526,1,421,0,Redskins,Washington,Texans,Houston
2682,2010,2,San Diego Chargers,Jacksonville Jaguars,San Diego Chargers,,Sun,September 19,4:15PM,38,13,477,3,350,6,Chargers,San Diego,Jaguars,Jacksonville
2683,2010,2,New York Jets,New England Patriots,New York Jets,,Sun,September 19,4:16PM,28,14,336,0,291,3,Jets,New York,Patriots,New England
2684,2010,2,Indianapolis Colts,New York Giants,Indianapolis Colts,,Sun,September 19,8:31PM,38,14,410,1,257,3,Colts,Indianapolis,Giants,New York
2685,2010,2,San Francisco 49ers,New Orleans Saints,New Orleans Saints,,Mon,September 20,8:36PM,25,22,287,0,417,4,49ers,San Francisco,Saints,New Orleans
2686,2010,3,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,,Sun,September 26,1:02PM,24,17,365,0,304,0,Ravens,Baltimore,Browns,Cleveland
2687,2010,3,Houston Texans,Dallas Cowboys,Dallas Cowboys,,Sun,September 26,1:02PM,27,13,385,0,340,3,Texans,Houston,Cowboys,Dallas
2688,2010,3,New York Giants,Tennessee Titans,Tennessee Titans,,Sun,September 26,1:02PM,29,10,271,0,471,3,Giants,New York,Titans,Tennessee
2689,2010,3,New England Patriots,Buffalo Bills,New England Patriots,,Sun,September 26,1:02PM,38,30,445,1,374,2,Patriots,New England,Bills,Buffalo
2690,2010,3,Carolina Panthers,Cincinnati Bengals,Cincinnati Bengals,,Sun,September 26,1:02PM,20,7,305,2,267,4,Panthers,Carolina,Bengals,Cincinnati
2691,2010,3,Tampa Bay Buccaneers,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 26,1:03PM,38,13,387,2,303,2,Buccaneers,Tampa Bay,Steelers,Pittsburgh
2692,2010,3,New Orleans Saints,Atlanta Falcons,Atlanta Falcons,,Sun,September 26,1:03PM,27,24,417,1,398,3,Saints,New Orleans,Falcons,Atlanta
2693,2010,3,Kansas City Chiefs,San Francisco 49ers,Kansas City Chiefs,,Sun,September 26,1:04PM,31,10,457,1,251,1,Chiefs,Kansas City,49ers,San Francisco
2694,2010,3,Minnesota Vikings,Detroit Lions,Minnesota Vikings,,Sun,September 26,1:05PM,24,10,368,3,295,3,Vikings,Minnesota,Lions,Detroit
2695,2010,3,St. Louis Rams,Washington Redskins,St. Louis Rams,,Sun,September 26,4:05PM,30,16,365,2,349,2,Rams,St. Louis,Redskins,Washington
2696,2010,3,Jacksonville Jaguars,Philadelphia Eagles,Philadelphia Eagles,,Sun,September 26,4:05PM,28,3,373,0,191,1,Jaguars,Jacksonville,Eagles,Philadelphia
2697,2010,3,Arizona Cardinals,Oakland Raiders,Arizona Cardinals,,Sun,September 26,4:15PM,24,23,227,3,364,1,Cardinals,Arizona,Raiders,Oakland
2698,2010,3,Denver Broncos,Indianapolis Colts,Indianapolis Colts,,Sun,September 26,4:16PM,27,13,365,0,519,2,Broncos,Denver,Colts,Indianapolis
2699,2010,3,Seattle Seahawks,San Diego Chargers,Seattle Seahawks,,Sun,September 26,4:16PM,27,20,271,2,518,5,Seahawks,Seattle,Chargers,San Diego
2700,2010,3,Miami Dolphins,New York Jets,New York Jets,,Sun,September 26,8:30PM,31,23,402,0,436,1,Dolphins,Miami,Jets,New York
2701,2010,3,Chicago Bears,Green Bay Packers,Chicago Bears,,Mon,September 27,8:40PM,20,17,276,1,379,2,Bears,Chicago,Packers,Green Bay
2702,2010,4,St. Louis Rams,Seattle Seahawks,St. Louis Rams,,Sun,October 3,1:00PM,20,3,349,1,257,2,Rams,St. Louis,Seahawks,Seattle
2703,2010,4,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,October 3,1:02PM,28,26,261,4,431,3,Packers,Green Bay,Lions,Detroit
2704,2010,4,Tennessee Titans,Denver Broncos,Denver Broncos,,Sun,October 3,1:02PM,26,20,327,1,288,2,Titans,Tennessee,Broncos,Denver
2705,2010,4,Cleveland Browns,Cincinnati Bengals,Cleveland Browns,,Sun,October 3,1:02PM,23,20,295,1,413,2,Browns,Cleveland,Bengals,Cincinnati
2706,2010,4,Pittsburgh Steelers,Baltimore Ravens,Baltimore Ravens,,Sun,October 3,1:02PM,17,14,320,2,210,1,Steelers,Pittsburgh,Ravens,Baltimore
2707,2010,4,Buffalo Bills,New York Jets,New York Jets,,Sun,October 3,1:02PM,38,14,444,0,223,2,Bills,Buffalo,Jets,New York
2708,2010,4,New Orleans Saints,Carolina Panthers,New Orleans Saints,,Sun,October 3,1:03PM,16,14,383,2,251,1,Saints,New Orleans,Panthers,Carolina
2709,2010,4,Atlanta Falcons,San Francisco 49ers,Atlanta Falcons,,Sun,October 3,1:03PM,16,14,357,2,262,3,Falcons,Atlanta,49ers,San Francisco
2710,2010,4,Oakland Raiders,Houston Texans,Houston Texans,,Sun,October 3,4:05PM,31,24,441,0,363,3,Raiders,Oakland,Texans,Houston
2711,2010,4,Jacksonville Jaguars,Indianapolis Colts,Jacksonville Jaguars,,Sun,October 3,4:05PM,31,28,337,0,406,2,Jaguars,Jacksonville,Colts,Indianapolis
2712,2010,4,Philadelphia Eagles,Washington Redskins,Washington Redskins,,Sun,October 3,4:15PM,17,12,293,1,353,2,Eagles,Philadelphia,Redskins,Washington
2713,2010,4,San Diego Chargers,Arizona Cardinals,San Diego Chargers,,Sun,October 3,4:15PM,41,10,419,1,134,3,Chargers,San Diego,Cardinals,Arizona
2714,2010,4,New York Giants,Chicago Bears,New York Giants,,Sun,October 3,8:31PM,17,3,372,3,110,3,Giants,New York,Bears,Chicago
2715,2010,4,Miami Dolphins,New England Patriots,New England Patriots,,Mon,October 4,8:41PM,41,14,265,0,400,4,Dolphins,Miami,Patriots,New England
2716,2010,5,Detroit Lions,St. Louis Rams,Detroit Lions,,Sun,October 10,12:56PM,44,6,322,0,341,3,Lions,Detroit,Rams,St. Louis
2717,2010,5,Buffalo Bills,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,October 10,1:02PM,36,26,381,3,306,0,Bills,Buffalo,Jaguars,Jacksonville
2718,2010,5,Washington Redskins,Green Bay Packers,Washington Redskins,,Sun,October 10,1:02PM,16,13,373,1,427,2,Redskins,Washington,Packers,Green Bay
2719,2010,5,Baltimore Ravens,Denver Broncos,Baltimore Ravens,,Sun,October 10,1:02PM,31,17,415,0,346,1,Ravens,Baltimore,Broncos,Denver
2720,2010,5,Cleveland Browns,Atlanta Falcons,Atlanta Falcons,,Sun,October 10,1:03PM,20,10,338,1,269,3,Browns,Cleveland,Falcons,Atlanta
2721,2010,5,Carolina Panthers,Chicago Bears,Chicago Bears,,Sun,October 10,1:03PM,23,6,247,4,147,3,Panthers,Carolina,Bears,Chicago
2722,2010,5,Houston Texans,New York Giants,New York Giants,,Sun,October 10,1:03PM,34,10,414,2,195,2,Texans,Houston,Giants,New York
2723,2010,5,Cincinnati Bengals,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,October 10,1:03PM,24,21,391,3,358,4,Bengals,Cincinnati,Buccaneers,Tampa Bay
2724,2010,5,Indianapolis Colts,Kansas City Chiefs,Indianapolis Colts,,Sun,October 10,1:03PM,19,9,341,1,261,1,Colts,Indianapolis,Chiefs,Kansas City
2725,2010,5,Arizona Cardinals,New Orleans Saints,Arizona Cardinals,,Sun,October 10,4:05PM,30,20,194,1,358,4,Cardinals,Arizona,Saints,New Orleans
2726,2010,5,Oakland Raiders,San Diego Chargers,Oakland Raiders,,Sun,October 10,4:15PM,35,27,279,0,506,3,Raiders,Oakland,Chargers,San Diego
2727,2010,5,Dallas Cowboys,Tennessee Titans,Tennessee Titans,,Sun,October 10,4:16PM,34,27,321,0,511,3,Cowboys,Dallas,Titans,Tennessee
2728,2010,5,San Francisco 49ers,Philadelphia Eagles,Philadelphia Eagles,,Sun,October 10,8:30PM,27,24,352,1,364,5,49ers,San Francisco,Eagles,Philadelphia
2729,2010,5,New York Jets,Minnesota Vikings,New York Jets,,Mon,October 11,9:15PM,29,20,328,0,336,3,Jets,New York,Vikings,Minnesota
2730,2010,6,St. Louis Rams,San Diego Chargers,St. Louis Rams,,Sun,October 17,1:00PM,20,17,300,0,287,1,Rams,St. Louis,Chargers,San Diego
2731,2010,6,New England Patriots,Baltimore Ravens,New England Patriots,,Sun,October 17,1:02PM,23,20,394,2,377,0,Patriots,New England,Ravens,Baltimore
2732,2010,6,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,,Sun,October 17,1:02PM,28,10,378,1,327,3,Steelers,Pittsburgh,Browns,Cleveland
2733,2010,6,Chicago Bears,Seattle Seahawks,Seattle Seahawks,,Sun,October 17,1:02PM,23,20,353,0,307,0,Bears,Chicago,Seahawks,Seattle
2734,2010,6,Philadelphia Eagles,Atlanta Falcons,Philadelphia Eagles,,Sun,October 17,1:02PM,31,17,474,1,293,2,Eagles,Philadelphia,Falcons,Atlanta
2735,2010,6,Green Bay Packers,Miami Dolphins,Miami Dolphins,,Sun,October 17,1:02PM,23,20,381,1,359,1,Packers,Green Bay,Dolphins,Miami
2736,2010,6,Tampa Bay Buccaneers,New Orleans Saints,New Orleans Saints,,Sun,October 17,1:02PM,31,6,475,1,277,1,Buccaneers,Tampa Bay,Saints,New Orleans
2737,2010,6,New York Giants,Detroit Lions,New York Giants,,Sun,October 17,1:03PM,28,20,334,1,366,3,Giants,New York,Lions,Detroit
2738,2010,6,Houston Texans,Kansas City Chiefs,Houston Texans,,Sun,October 17,1:03PM,35,31,421,0,417,0,Texans,Houston,Chiefs,Kansas City
2739,2010,6,San Francisco 49ers,Oakland Raiders,San Francisco 49ers,,Sun,October 17,4:05PM,17,9,349,0,179,2,49ers,San Francisco,Raiders,Oakland
2740,2010,6,Denver Broncos,New York Jets,New York Jets,,Sun,October 17,4:05PM,24,20,319,3,346,2,Broncos,Denver,Jets,New York
2741,2010,6,Minnesota Vikings,Dallas Cowboys,Minnesota Vikings,,Sun,October 17,4:15PM,24,21,188,1,314,2,Vikings,Minnesota,Cowboys,Dallas
2742,2010,6,Washington Redskins,Indianapolis Colts,Indianapolis Colts,,Sun,October 17,8:31PM,27,24,469,3,335,2,Redskins,Washington,Colts,Indianapolis
2743,2010,6,Jacksonville Jaguars,Tennessee Titans,Tennessee Titans,,Mon,October 18,8:40PM,30,3,324,0,249,4,Jaguars,Jacksonville,Titans,Tennessee
2744,2010,7,Miami Dolphins,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,October 24,1:02PM,23,22,348,2,313,2,Dolphins,Miami,Steelers,Pittsburgh
